"Statistic Label","Month","Licensing Authority","Type of Fuel","UNIT","VALUE"
"New Private Cars","2021 February","Cork","Diesel and electric hybrid","Number","28"
"New Private Cars","2021 February","Dublin","All fuel types","Number","3565"
"New Private Cars","2021 February","Dublin","Petrol","Number","1236"
"New Private Cars","2021 February","Dublin","Diesel","Number","1089"
"New Private Cars","2021 February","Dublin","Other fuel types","Number",""
"New Private Cars","2021 February","Dublin","Petrol and electric hybrid","Number","659"
"New Private Cars","2021 February","Dublin","Electric","Number","237"
"New Private Cars","2021 February","Dublin","Petrol or Diesel plug-in hybrid electric","Number","299"
"New Private Cars","2021 February","Dublin","Diesel and electric hybrid","Number","45"
"New Private Cars","2021 March","All licensing authorities","All fuel types","Number","10672"
"New Private Cars","2021 March","All licensing authorities","Petrol","Number","3192"
"New Private Cars","2021 March","All licensing authorities","Diesel","Number","3960"
"New Private Cars","2021 March","All licensing authorities","Other fuel types","Number",""
"New Private Cars","2021 March","All licensing authorities","Petrol and electric hybrid","Number","1538"
"New Private Cars","2021 March","All licensing authorities","Electric","Number","1005"
"New Private Cars","2021 March","All licensing authorities","Petrol or Diesel plug-in hybrid electric","Number","750"
"New Private Cars","2021 March","All licensing authorities","Diesel and electric hybrid","Number","227"
"New Private Cars","2021 March","Carlow","All fuel types","Number","129"
"New Private Cars","2021 March","Carlow","Petrol","Number","30"
"New Private Cars","2021 March","Carlow","Diesel","Number","62"
"New Private Cars","2021 March","Carlow","Other fuel types","Number",""
"New Private Cars","2021 March","Carlow","Petrol and electric hybrid","Number","16"
"New Private Cars","2021 March","Carlow","Electric","Number","13"
"New Private Cars","2021 March","Carlow","Petrol or Diesel plug-in hybrid electric","Number","5"
"New Private Cars","2021 March","Carlow","Diesel and electric hybrid","Number","3"
"New Private Cars","2021 March","Cavan","All fuel types","Number","128"
"New Private Cars","2021 March","Cavan","Petrol","Number","31"
"New Private Cars","2021 March","Cavan","Diesel","Number","73"
"New Private Cars","2021 March","Cavan","Other fuel types","Number",""
"New Private Cars","2021 March","Cavan","Petrol and electric hybrid","Number","9"
"New Private Cars","2021 March","Cavan","Electric","Number","10"
"New Private Cars","2021 March","Cavan","Petrol or Diesel plug-in hybrid electric","Number","4"
"New Private Cars","2021 March","Cavan","Diesel and electric hybrid","Number","1"
"New Private Cars","2021 March","Clare","All fuel types","Number","244"
"New Private Cars","2021 March","Clare","Petrol","Number","71"
"New Private Cars","2021 March","Clare","Diesel","Number","100"
"New Private Cars","2021 March","Clare","Other fuel types","Number",""
"New Private Cars","2021 March","Clare","Petrol and electric hybrid","Number","38"
"New Private Cars","2021 March","Clare","Electric","Number","21"
"New Private Cars","2021 March","Clare","Petrol or Diesel plug-in hybrid electric","Number","7"
"New Private Cars","2021 March","Clare","Diesel and electric hybrid","Number","7"
"New Private Cars","2021 March","Donegal","All fuel types","Number","288"
"New Private Cars","2021 March","Donegal","Petrol","Number","83"
"New Private Cars","2021 March","Donegal","Diesel","Number","126"
"New Private Cars","2021 March","Donegal","Other fuel types","Number",""
"New Private Cars","2021 March","Donegal","Petrol and electric hybrid","Number","32"
"New Private Cars","2021 March","Donegal","Electric","Number","14"
"New Private Cars","2021 March","Donegal","Petrol or Diesel plug-in hybrid electric","Number","20"
"New Private Cars","2021 March","Donegal","Diesel and electric hybrid","Number","13"
"New Private Cars","2021 March","Galway","All fuel types","Number","490"
"New Private Cars","2021 March","Galway","Petrol","Number","113"
"New Private Cars","2021 March","Galway","Diesel","Number","213"
"New Private Cars","2021 March","Galway","Other fuel types","Number",""
"New Private Cars","2021 March","Galway","Petrol and electric hybrid","Number","85"
"New Private Cars","2021 March","Galway","Electric","Number","46"
"New Private Cars","2021 March","Galway","Petrol or Diesel plug-in hybrid electric","Number","24"
"New Private Cars","2021 March","Galway","Diesel and electric hybrid","Number","9"
"New Private Cars","2021 March","Kerry","All fuel types","Number","232"
"New Private Cars","2021 March","Kerry","Petrol","Number","57"
"New Private Cars","2021 March","Kerry","Diesel","Number","108"
"New Private Cars","2021 March","Kerry","Other fuel types","Number",""
"New Private Cars","2021 March","Kerry","Petrol and electric hybrid","Number","38"
"New Private Cars","2021 March","Kerry","Electric","Number","11"
"New Private Cars","2021 March","Kerry","Petrol or Diesel plug-in hybrid electric","Number","6"
"New Private Cars","2021 March","Kerry","Diesel and electric hybrid","Number","12"
"New Private Cars","2021 March","Kildare","All fuel types","Number","538"
"New Private Cars","2021 March","Kildare","Petrol","Number","148"
"New Private Cars","2021 March","Kildare","Diesel","Number","190"
"New Private Cars","2021 March","Kildare","Other fuel types","Number",""
"New Private Cars","2021 March","Kildare","Petrol and electric hybrid","Number","74"
"New Private Cars","2021 March","Kildare","Electric","Number","62"
"New Private Cars","2021 March","Kildare","Petrol or Diesel plug-in hybrid electric","Number","51"
"New Private Cars","2021 March","Kildare","Diesel and electric hybrid","Number","13"
"New Private Cars","2021 March","Kilkenny","All fuel types","Number","206"
"New Private Cars","2021 March","Kilkenny","Petrol","Number","55"
"New Private Cars","2021 March","Kilkenny","Diesel","Number","82"
"New Private Cars","2021 March","Kilkenny","Other fuel types","Number",""
"New Private Cars","2021 March","Kilkenny","Petrol and electric hybrid","Number","20"
"New Private Cars","2021 March","Kilkenny","Electric","Number","14"
"New Private Cars","2021 March","Kilkenny","Petrol or Diesel plug-in hybrid electric","Number","25"
"New Private Cars","2021 March","Kilkenny","Diesel and electric hybrid","Number","10"
"New Private Cars","2021 March","Laois","All fuel types","Number","140"
"New Private Cars","2021 March","Laois","Petrol","Number","43"
"New Private Cars","2021 March","Laois","Diesel","Number","70"
"New Private Cars","2021 March","Laois","Other fuel types","Number",""
"New Private Cars","2021 March","Laois","Petrol and electric hybrid","Number","12"
"New Private Cars","2021 March","Laois","Electric","Number","3"
"New Private Cars","2021 March","Laois","Petrol or Diesel plug-in hybrid electric","Number","7"
"New Private Cars","2021 March","Laois","Diesel and electric hybrid","Number","5"
"New Private Cars","2021 March","Leitrim","All fuel types","Number","53"
"New Private Cars","2021 March","Leitrim","Petrol","Number","11"
"New Private Cars","2021 March","Leitrim","Diesel","Number","30"
"New Private Cars","2021 March","Leitrim","Other fuel types","Number",""
"New Private Cars","2021 March","Leitrim","Petrol and electric hybrid","Number","7"
"New Private Cars","2021 March","Leitrim","Electric","Number","2"
"New Private Cars","2021 March","Leitrim","Petrol or Diesel plug-in hybrid electric","Number","1"
"New Private Cars","2021 March","Leitrim","Diesel and electric hybrid","Number","2"
"New Private Cars","2021 March","Longford","All fuel types","Number","73"
"New Private Cars","2021 March","Longford","Petrol","Number","22"
"New Private Cars","2021 March","Longford","Diesel","Number","34"
"New Private Cars","2021 March","Longford","Other fuel types","Number",""
"New Private Cars","2021 March","Longford","Petrol and electric hybrid","Number","9"
"New Private Cars","2021 March","Longford","Electric","Number","5"
"New Private Cars","2021 March","Longford","Petrol or Diesel plug-in hybrid electric","Number","2"
"New Private Cars","2021 March","Longford","Diesel and electric hybrid","Number","1"
"New Private Cars","2021 March","Louth","All fuel types","Number","249"
"New Private Cars","2021 March","Louth","Petrol","Number","82"
"New Private Cars","2021 March","Louth","Diesel","Number","93"
"New Private Cars","2021 March","Louth","Other fuel types","Number",""
"New Private Cars","2021 March","Louth","Petrol and electric hybrid","Number","33"
"New Private Cars","2021 March","Louth","Electric","Number","22"
"New Private Cars","2021 March","Louth","Petrol or Diesel plug-in hybrid electric","Number","14"
"New Private Cars","2021 March","Louth","Diesel and electric hybrid","Number","5"
"New Private Cars","2021 March","Mayo","All fuel types","Number","214"
"New Private Cars","2021 March","Mayo","Petrol","Number","63"
"New Private Cars","2021 March","Mayo","Diesel","Number","103"
"New Private Cars","2021 March","Mayo","Other fuel types","Number",""
"New Private Cars","2021 March","Mayo","Petrol and electric hybrid","Number","27"
"New Private Cars","2021 March","Mayo","Electric","Number","12"
"New Private Cars","2021 March","Mayo","Petrol or Diesel plug-in hybrid electric","Number","7"
"New Private Cars","2021 March","Mayo","Diesel and electric hybrid","Number","2"
"New Private Cars","2021 March","Meath","All fuel types","Number","408"
"New Private Cars","2021 March","Meath","Petrol","Number","117"
"New Private Cars","2021 March","Meath","Diesel","Number","141"
"New Private Cars","2021 March","Meath","Other fuel types","Number",""
"New Private Cars","2021 March","Meath","Petrol and electric hybrid","Number","75"
"New Private Cars","2021 March","Meath","Electric","Number","37"
"New Private Cars","2021 March","Meath","Petrol or Diesel plug-in hybrid electric","Number","31"
"New Private Cars","2021 March","Meath","Diesel and electric hybrid","Number","7"
"New Private Cars","2021 March","Monaghan","All fuel types","Number","114"
"New Private Cars","2021 March","Monaghan","Petrol","Number","33"
"New Private Cars","2021 March","Monaghan","Diesel","Number","68"
"New Private Cars","2021 March","Monaghan","Other fuel types","Number",""
"New Private Cars","2021 March","Monaghan","Petrol and electric hybrid","Number","10"
"New Private Cars","2021 March","Monaghan","Electric","Number","1"
"New Private Cars","2021 March","Monaghan","Petrol or Diesel plug-in hybrid electric","Number","1"
"New Private Cars","2021 March","Monaghan","Diesel and electric hybrid","Number","1"
"New Private Cars","2021 March","Offaly","All fuel types","Number","118"
"New Private Cars","2021 March","Offaly","Petrol","Number","32"
"New Private Cars","2021 March","Offaly","Diesel","Number","45"
